User,Comment,Source,clean_text
xydam._,1-0 malu berak cik 😹,tiktok_1,malu berak cik
subhandepri,makan dulu nak walaupun sedikit cuman pertadingan bola itu 😁,tiktok_1,makan dulu nak walaupun sedikit cuman pertadingan bola itu
calon_penghuni_surga_1,"memang klub pan, lanjutkan 👇",tiktok_1,memang klub pan lanjutkan
gharto28,lebih seru nonton yutub all star vs sidemen vibesnya,tiktok_1,lebih seru nonton yutub all star vs sidemen vibesnya
fjcwr,"dah bener dagang pecel,malah maen bola🤣",tiktok_1,dah bener dagang pecelmalah maen bola
muhammadhikamasyari,makanya jangan terlalu berharap bang😭😂😂😂,tiktok_1,makanya jangan terlalu berharap bang
nov_zg,jauh jauh dari Eropa ke Asean hanya untuk membuktikan klau mereka club setan merah emang club lawak 😅,tiktok_1,jauh jauh dari eropa ke asean hanya untuk membuktikan klau mereka club setan merah emang club lawak
fauzanjuniar1,mu yg sekarang tidak seperti mu yg ku kenal😌,tiktok_1,mu yg sekarang tidak seperti mu yg ku kenal
farhanmyy,"bang, bikin vid ini 34x buat musim depan 😁",tiktok_1,bang bikin vid ini x buat musim depan
mac_bayy,lawan tim yang pemainnya belum tentu saling kenal aja kau tidak sanggup king mu😭,tiktok_1,lawan tim yang pemainnya belum tentu saling kenal aja kau tidak sanggup king mu
libi_92,@︎︎ ︎FAIZZFOLKER jangan lupa makan yg emyu,tiktok_1,faizzfolker jangan lupa makan yg emyu
sadar_dirilah083,kasian banget,tiktok_1,kasian banget
rzamaulnak,@ga tau siapa,tiktok_1,ga tau siapa
orang_bitung,sebelum Ribuan🗿🙏,tiktok_1,sebelum ribuan
sadar_dirilah083,kasian banget,tiktok_1,kasian banget
_denis__17,"tanda tanda bakalan degradasi, ni club kalo GK ada perubahan selama pra musim udah fix bakal degradasi",tiktok_1,tanda tanda bakalan degradasi ni club kalo gk ada perubahan selama pra musim udah fix bakal degradasi
ian.ajaya,sengaja ngalah aja itu menghormati tuan rumah 🙏🏼,tiktok_1,sengaja ngalah aja itu menghormati tuan rumah
michaelorp10,ga tau lagi gua ama tim ini mending ke Liga 10 aja mu 🥺,tiktok_1,ga tau lagi gua ama tim ini mending ke liga aja mu
kfkarawang,kayaknya emang udah ngga bisa menang tuh klub🤣🤣,tiktok_1,kayaknya emang udah ngga bisa menang tuh klub
itssoswiit,tiati ges disuruh klarif🤭,tiktok_1,tiati ges disuruh klarif
reqallcf,Maybank league un klah ke😭🥀🥀,tiktok_1,maybank league un klah ke
anggamhmmd22,next lawan madura united aja,tiktok_1,next lawan madura united aja
fairuz.news,tapi kalian masih merah kan❤️❤️,tiktok_1,tapi kalian masih merah kan
user45973704957848,masih ada leg 2 koh🗿😭,tiktok_1,masih ada leg koh
vanzzzzz70,kalo di liga 1 pasti mentok ama arema😭,tiktok_1,kalo di liga pasti mentok ama arema
descentnetherlands,titik terendah banget inimah jir ngelawan asean allstar grande B 😭🤣,tiktok_1,titik terendah banget inimah jir ngelawan asean allstar grande b
chiioo0_,Asean menang 🗿,tiktok_1,asean menang
badut_..1,bangga full sedih gw cok gw fans mu tapi gw juga mau dukung asean 😭,tiktok_1,bangga full sedih gw cok gw fans mu tapi gw juga mau dukung asean
efse___11,bubar mU,tiktok_1,bubar mu
ojaa_niloo,baru jugak Asean belum asia,tiktok_1,baru jugak asean belum asia
farizfdl24,Mending lawan madun,tiktok_1,mending lawan madun
abayz25,lawan pemain AFF kalah anj 😭 @Dawen Jawaw,tiktok_1,lawan pemain aff kalah anj dawen jawaw
frnzzzzikus,keterlaluaaan 😏 mu ini mau bikin fans nya mogok makan kali yaaaa😌,tiktok_1,keterlaluaaan mu ini mau bikin fans nya mogok makan kali yaaaa
ibnu.abas967,parah cok sudah tak tertolong,tiktok_1,parah cok sudah tak tertolong
vinzz_677,35 mnt lalu aj like nya udah 11 rb anjir,tiktok_1,mnt lalu aj like nya udah rb anjir
raditt_rdt,apalgi ketemu persib🤭🤭,tiktok_1,apalgi ketemu persib
hallorickyy,Kemampuan Sesuai peringkat sih (#15) . Lawan asean seadanya aja masih kalah 🤣,tiktok_1,kemampuan sesuai peringkat sih lawan asean seadanya aja masih kalah
ramaaahh_,kasiaannn banget mu 🤭🤭,tiktok_1,kasiaannn banget mu
user5288321205799,Dugong merah 🤐,tiktok_1,dugong merah
sonzxplosee2,Sekelas Garnacho aja di kantongin sama kakang Rudianto tuhh😁😁,tiktok_1,sekelas garnacho aja di kantongin sama kakang rudianto tuhh
awanu04,ya mu kalau kasian deh lawak deh,tiktok_1,ya mu kalau kasian deh lawak deh
naufalqais13,hadeh myu myu makanya jangan dukung myu😂😂,tiktok_1,hadeh myu myu makanya jangan dukung myu
rafa_zzz13,Manchester united yg dlu bukanlah club yg kita kenal saat ini😔,tiktok_1,manchester united yg dlu bukanlah club yg kita kenal saat ini
ulupes,puncak komedi,tiktok_1,puncak komedi
pens.berat_liverpool,"Lawan persib , gw megang persib bakal ez win 😂😂😂😂😂",tiktok_1,lawan persib gw megang persib bakal ez win
rissno0,Dikira mudah dapetin piala aff😂,tiktok_1,dikira mudah dapetin piala aff
fardi20211,g mana mau masuk champion lawan Asean all star aja kalah,tiktok_1,g mana mau masuk champion lawan asean all star aja kalah
rffyyst,"laga amal doang di seriusin jir, kiper emyu aja tom heaton😹",tiktok_1,laga amal doang di seriusin jir kiper emyu aja tom heaton
rajaluntau,jauh2 ke asean untuk cari kalah🤣,tiktok_1,jauh ke asean untuk cari kalah
wendianwari_,"Bisa bisanya anj kalah ama tim yang baru dibentuk, ama tim yang pasti kagak kenal satu sama lain pemainnya😂",tiktok_1,bisa bisanya anj kalah ama tim yang baru dibentuk ama tim yang pasti kagak kenal satu sama lain pemainnya
zalall256,"""bubar""""🤣""",tiktok_1,bubar
vallrzzz,jauh jauh hanya untuk kalah🗿,tiktok_1,jauh jauh hanya untuk kalah
gzmlpr,besok buat liga sendiri aja biar juara,tiktok_1,besok buat liga sendiri aja biar juara
didin_pirmansyah,udah di kasih lawan asean tetep ga bisa dapet tropy🥲,tiktok_1,udah di kasih lawan asean tetep ga bisa dapet tropy
mangeeeeeaaaak,"Dulu lawan Europa XI aja menang, masa sekarang lawan ASEAN All star aja kalah🙂",tiktok_1,dulu lawan europa xi aja menang masa sekarang lawan asean all star aja kalah
bang_roy241,🤣🤣🤣🤣 garnaco tidur di tangan kakang rudianto 💙💙💙🇮🇩🇮🇩,tiktok_1,garnaco tidur di tangan kakang rudianto
secc.emoii,katanya klub besar tapi kok kalah sama yang sepele😏😏😏,tiktok_1,katanya klub besar tapi kok kalah sama yang sepele
the_kautsar,punya striker gini amat punya kiper kebobolan Mulu,tiktok_1,punya striker gini amat punya kiper kebobolan mulu
bledoss181,katanya 2026 mau trebele🤣🤣🤣,tiktok_1,katanya mau trebele
kulo_ardian,udh emyu ubah jadi ormas aja😹,tiktok_1,udh emyu ubah jadi ormas aja
kimif_yuan_ibrahim,barangkali ikut turnamen RT / RW bisa juara itu club. 😂,tiktok_1,barangkali ikut turnamen rt rw bisa juara itu club
madridistamessigoat,DEGRADASI aj bg,tiktok_1,degradasi aj bg
alvinajalo,baru 28 menit dah ribu ribuan lah aku 28 menit baru 1,tiktok_1,baru menit dah ribu ribuan lah aku menit baru
abe09s,"niat juara AFF tapi kalah, sama lagi sama score europa league 🤣🤣",tiktok_1,niat juara aff tapi kalah sama lagi sama score europa league
valenccagtr,tanpa dihina pun sudah hina,tiktok_1,tanpa dihina pun sudah hina
ridho_._._.77,kocak Manchester united lagi ada apa sih capek bet liat nya,tiktok_1,kocak manchester united lagi ada apa sih capek bet liat nya
agus.akbar32,MU suruh main diliga 1 aja bg biar bisa mng,tiktok_1,mu suruh main diliga aja bg biar bisa mng
ipay8280,tenang masih ada piala presiden,tiktok_1,tenang masih ada piala presiden
gwarrn,sedang bersiap untuk di bully besok💔🥀,tiktok_1,sedang bersiap untuk di bully besok
nanaberbagi,siapa yg mencetak goll? 🗿,tiktok_1,siapa yg mencetak goll
fallz_nob,mu lagi masa masa kekalahan bang semangat,tiktok_1,mu lagi masa masa kekalahan bang semangat
resa.naviz,masih jaman nge fans MU? 😂,tiktok_1,masih jaman nge fans mu
fahregia,piala apalagi yang mau di angkat MU 😁😅😂,tiktok_1,piala apalagi yang mau di angkat mu
noxxyandexz,mau ketawa tapi kasihan🗿,tiktok_1,mau ketawa tapi kasihan
bocil_epep684,kalo timnas Indonesia lawan mu skor nya mesti 2-0😂😂😂😂🤣🤣🤣,tiktok_1,kalo timnas indonesia lawan mu skor nya mesti
kepo_bae_urip,"lawan team baru bikin aja gak bisa sangingin mu,mu🗿",tiktok_1,lawan team baru bikin aja gak bisa sangingin mumu
low.parah0,MU MENDING DI LIGA POCONG AJA🗿,tiktok_1,mu mending di liga pocong aja
aditya.hambalang,siapa yang masuk kin,tiktok_1,siapa yang masuk kin
muksing1,mu kalah sama asia wkwk,tiktok_1,mu kalah sama asia wkwk
azkamedi.harto,kasian itu🤣🤣,tiktok_1,kasian itu
kiohhey,jual bikin usaha pecel lele aja,tiktok_1,jual bikin usaha pecel lele aja
babanaira.azzahra,MU niat cari piala sampe pelosok ehh malah zonk 🤣,tiktok_1,mu niat cari piala sampe pelosok ehh malah zonk
jaga23559,gege lah kan ada arhan awok wok wok,tiktok_1,gege lah kan ada arhan awok wok wok
ikhsan.khoirulmut,terulang 22mei 😂😂,tiktok_1,terulang mei
kelvin.2934,main nya belakang aja,tiktok_1,main nya belakang aja
vanvan.ganteng,sebelum ribuan 😁😁,tiktok_1,sebelum ribuan
attaryhanazkianab,kembalikan Ferguson...,tiktok_1,kembalikan ferguson
sipalingabang3,"itu baru asean grade B , gmn lawan full all stars udh di bantai kali😭😭😭",tiktok_1,itu baru asean grade b gmn lawan full all stars udh di bantai kali
prestonwng,Mau sedih tapi sebenarnya gembira🗿,tiktok_1,mau sedih tapi sebenarnya gembira
fans.emyu770,udah lah mending tidur 1 tahun aja,tiktok_1,udah lah mending tidur tahun aja
ratusulianuzuli_25,orang orang tanggal merah pada senang kecuali mod fens emyu saat ini 😁,tiktok_1,orang orang tanggal merah pada senang kecuali mod fens emyu saat ini
shdd153,malu berak😹😹,tiktok_1,malu berak
calon_imammu___,"ada team macam gini,sekelas pemain mu kalah dengan pemain liga liga dagelan .bener bener munyuK AIB INGGRIS .",tiktok_1,ada team macam ginisekelas pemain mu kalah dengan pemain liga liga dagelan bener bener munyuk aib inggris
rezaaaa8107,kalah menang memang wajar kalok kalah terus kurang ajarr🗿😭,tiktok_1,kalah menang memang wajar kalok kalah terus kurang ajarr
mntrfn,MU main tarkam aja🤣🤣,tiktok_1,mu main tarkam aja
balabakman_,tunggu fokus utk musim depan king emyu kebanjiran trofi😈😈,tiktok_1,tunggu fokus utk musim depan king emyu kebanjiran trofi
syaahamatzz,yang sabar ya bang Manchester united itu emang lagi bot,tiktok_1,yang sabar ya bang manchester united itu emang lagi bot
shamilr_0,gua kena botak,tiktok_1,gua kena botak
httpsvt.tiktok.comzsjkj2,yah di eropa ga angkat piala eh di asean juga sama,tiktok_1,yah di eropa ga angkat piala eh di asean juga sama
the.greenforce_27,itu masih lawan ALL ASEAN belum lawan INDONESIAN ALL STAR,tiktok_1,itu masih lawan all asean belum lawan indonesian all star
nesyasa0,"nananya tak ada garnaco , Bruno ,kasemiro , maguayer",tiktok_1,nananya tak ada garnaco bruno kasemiro maguayer
onlyhuman._21,sudah tidak tertolong 🤣🤣,tiktok_1,sudah tidak tertolong
wildanramdhani23,sekelas garnacho gak bisa lewatin pemain liga sawah🤣🤣🤣🤣,tiktok_1,sekelas garnacho gak bisa lewatin pemain liga sawah
hafissgladiess__,mu ko di dukung,tiktok_1,mu ko di dukung
adityahariandi,"Mu soal menang dia kalah, soal kalah dia menang.",tiktok_1,mu soal menang dia kalah soal kalah dia menang
mlhyper1dn,baru tadi kalah udh banyak yg nonton,tiktok_1,baru tadi kalah udh banyak yg nonton
jabi.mudori,wkwkwk sudah tak tertolong 😂🤣,tiktok_1,wkwkwk sudah tak tertolong
wiragor.diningrat,MU nyuk Tim 🤡,tiktok_1,mu nyuk tim
isbdhdvhd111,Jan lupa nanti mlam the king celse bakal angkat piala 🏆,tiktok_1,jan lupa nanti mlam the king celse bakal angkat piala
nocase381,sepertinya tim lu emg beneran kena kutukan deh🤣,tiktok_1,sepertinya tim lu emg beneran kena kutukan deh
bapers054_,yah MU gagal masuk ACL(Asean Champion League)🗿,tiktok_1,yah mu gagal masuk aclasean champion league
ridullsyap,kayak lawan tarkam juga kalah ni tim🗿,tiktok_1,kayak lawan tarkam juga kalah ni tim
ryan689bekasi,gk jadi angkat piala bang😅😅,tiktok_1,gk jadi angkat piala bang
nikzzsukafakta,makan dulu bang biar ga telor,tiktok_1,makan dulu bang biar ga telor
abiriskiahmad,"""""""kalah menang itu hal yg wajar""""",,kalah menang itu hal yg wajar
duta70324,hanya ank mudah lawan nya tapi tetap kala🤭😝😭😁,tiktok_1,hanya ank mudah lawan nya tapi tetap kala
dh1a_ird1nav11,"chill MU kalah Karna penuh dengan pemain academy,amorim hanya mahu mengetess player muda untuk dimasukkan ke dalam team senior.GGMU🔴♥️",tiktok_1,chill mu kalah karna penuh dengan pemain academyamorim hanya mahu mengetess player muda untuk dimasukkan ke dalam team seniorggmu
smubaroq_,ternyata sekejam itu AFF🗿😂,tiktok_1,ternyata sekejam itu aff
ezaw.chuaxs,kayak nya munyuk lawan madura juga bisa imbang deh 🗿,tiktok_1,kayak nya munyuk lawan madura juga bisa imbang deh
selangganing,"tukar club bang , jangan sakitkan hati sendiri... makan tak kenyang, tidur tak lena , mandi tak basah ..",tiktok_1,tukar club bang jangan sakitkan hati sendiri makan tak kenyang tidur tak lena mandi tak basah
milokita_1,absen dulu sebelum ribuan 🤣🤣🤣,tiktok_1,absen dulu sebelum ribuan
iniriko83,"""dulu lawannya Europa allstar",,dulu lawannya europa allstar
miminalip,gua diserang decul Ama demit jir😹,tiktok_1,gua diserang decul ama demit jir
lagu.galau__,munyuk munyuk😹😹,tiktok_1,munyuk munyuk
dammp,ku kira bawak balik piala ternyata balik tido,tiktok_1,ku kira bawak balik piala ternyata balik tido
faisalasiaf2,dulu ngetawain sekarang kasian gw asli,tiktok_1,dulu ngetawain sekarang kasian gw asli
aqil_xbsk,HAHAHAH kok klahh,tiktok_1,hahahah kok klahh
yulili_04,"lagian liga barusan minggu kemaren selesai, ucl aja belum tahu siapa juaranya MU udah tour pra musim aja kecapekan tuhh pemainnya 😁",tiktok_1,lagian liga barusan minggu kemaren selesai ucl aja belum tahu siapa juaranya mu udah tour pra musim aja kecapekan tuhh pemainnya
razxx552,santai nanti Jumat main lagi bng,tiktok_1,santai nanti jumat main lagi bng
kenniekurniawan0,kakang SM Malik aja belum turun😆,tiktok_1,kakang sm malik aja belum turun
cisc_pangandaran,Gausah Dih1n4 Udah Hin4,tiktok_1,gausah dihn udah hin
saktii_17,di hina pun emyu sudah pasti hina😹🤭,tiktok_1,di hina pun emyu sudah pasti hina
benihcinta46,Wajarlah Kakang dari Tim peringkat 1 kalo Garnacho peringkat 15 🗿,tiktok_1,wajarlah kakang dari tim peringkat kalo garnacho peringkat
persib_061,lupa ada sang bek juara di asean,tiktok_1,lupa ada sang bek juara di asean
aldidhot2,makan lahh duluu nakk 🤣,tiktok_1,makan lahh duluu nakk
draxler.91,Mu cocoknya lawan timor leste saja dah..😁,tiktok_1,mu cocoknya lawan timor leste saja dah
sukirman3799,"mending jadi club malam aja ni emyu, kalo gak masuk Liga san Marino aja🤭",tiktok_1,mending jadi club malam aja ni emyu kalo gak masuk liga san marino aja
rizkydluffy1,komenan nya pada kenapa🥺,tiktok_1,komenan nya pada kenapa
emotbatu0.5,jangan sedih bang ini kan laga persahabatan,tiktok_1,jangan sedih bang ini kan laga persahabatan
molzzforge,mantap lah,tiktok_1,mantap lah
panggilpadliaja,tetap ggmu kan🥺kecewa tapi udah biasa di giniin,tiktok_1,tetap ggmu kankecewa tapi udah biasa di giniin
muhammad.rizky8365,"makan tuh nasi,mu bubar aja tidak pantas jadi club europa",tiktok_1,makan tuh nasimu bubar aja tidak pantas jadi club europa
alvaro.indra7,main di Liga 2 aja si MU,tiktok_1,main di liga aja si mu
zhyymnmockl,"""ingat ritual kita",,ingat ritual kita
penikm.at.susu,kan aku dah bilang,tiktok_1,kan aku dah bilang
rkyyy.09,@Jang1nam.,tiktok_1,jangnam
stmupin625,Jauh jauh ke Malaysia bukan nya main bola malah ngadain sirkus🤭,tiktok_1,jauh jauh ke malaysia bukan nya main bola malah ngadain sirkus
enalssss,Padahal kalo MU menang otomatis masuk UCL🙏🤣,tiktok_1,padahal kalo mu menang otomatis masuk ucl
nanzz.071,"udahlah ini cuma laga uji coba gak usah di pikirin, mending pikirin indo vs china",tiktok_1,udahlah ini cuma laga uji coba gak usah di pikirin mending pikirin indo vs china
nooomercyyyyy,dikalahin asean wakkk 🤣🤣🤣,tiktok_1,dikalahin asean wakkk
broicky.0,Parah sih 🤣🤣🤣,tiktok_1,parah sih
zaellll_zee31,pasti upload video nya jam Asean vs munyu ya 🤣🗿,tiktok_1,pasti upload video nya jam asean vs munyu ya
oba_.ma,VS ASEAN aja kalah apa lagi di Eropa,tiktok_1,vs asean aja kalah apa lagi di eropa
lankzz49,wkwk kalah sama tim yang baru di bikin sehari,tiktok_1,wkwk kalah sama tim yang baru di bikin sehari
adamalfkrnwn,udah orang asia dukung nya mu ya pasti kalah lah asean ni bosss🤣,tiktok_1,udah orang asia dukung nya mu ya pasti kalah lah asean ni bosss
parksihu,"wkwkwk , emang badut ini tim anj",tiktok_1,wkwkwk emang badut ini tim anj
armioow,tadi senang kenapa menunggu bg🤗,tiktok_1,tadi senang kenapa menunggu bg
kinghunt180,Termasuk wong betah isin dino2 iki.(Fans MU)😂,tiktok_1,termasuk wong betah isin dino ikifans mu
ahmadiii.15,untung besok tgl merah fansnya bisa napas dulu nyiapin alesan wkw,tiktok_1,untung besok tgl merah fansnya bisa napas dulu nyiapin alesan wkw
attharalghifari_,wajar aja bg semua permainan ada kekalahan,tiktok_1,wajar aja bg semua permainan ada kekalahan
suroboyo.cak,sekelas emyu bsa ditaklukkan,tiktok_1,sekelas emyu bsa ditaklukkan
userdhalansiluk,klub macam apa ini,tiktok_1,klub macam apa ini
ramma_4445,mending maen di tarkam,tiktok_1,mending maen di tarkam
usernem.riau,kep sterong mu pasti kamu bisa bangkit mejadi mu yang seperti dulu 🥺🥺,tiktok_1,kep sterong mu pasti kamu bisa bangkit mejadi mu yang seperti dulu
nedi098,😭😭😭 mu kalah 😭😭😭,tiktok_1,mu kalah
manusiakardus112,abis asnawi terbitlah kakang🤣,tiktok_1,abis asnawi terbitlah kakang
masnadhif5,@MU♥️Tidur dek😂,tiktok_1,mutidur dek
taufiq6852,"""bisa""""nya kalah padahal king emyu vs mortal kombat""",tiktok_1,bisanya kalah padahal king emyu vs mortal kombat
justcallmeaiqi,Lawan asean pun kena bantai🤡 HAHAHAHA,tiktok_1,lawan asean pun kena bantai hahahaha
gabrielandri,masih ada lawan hongkong 😂,tiktok_1,masih ada lawan hongkong
rvlyy,kalah wajar menang g mustahil,tiktok_1,kalah wajar menang g mustahil
tinapangaribuan8,pertama,tiktok_1,pertama
zidanaja01212011,cepet kali cuk baru diupload,tiktok_1,cepet kali cuk baru diupload
raff.fc7,alah😹😹,tiktok_1,alah
andremaulana575,kirain final leg 2 tadi,tiktok_1,kirain final leg tadi
kecambaliar07,ampun sya liat ini Club,tiktok_1,ampun sya liat ini club
kyzuku__4,"Kalah Manchester United, 🤡🤡🤡makan makan 🤣🤣🤣🤣",tiktok_1,kalah manchester united makan makan
muhamadyunusayatullah,"""cuma have fun anjir kok pada serius Asean""""🤣""",tiktok_1,cuma have fun anjir kok pada serius asean
birymaexbxselatan,ama ayam sayur kalah ama asean kalah gimna nih munyuk wkwkwkwkwkw masuk liga Indonesia aja lah Mu mah,tiktok_1,ama ayam sayur kalah ama asean kalah gimna nih munyuk wkwkwkwkwkw masuk liga indonesia aja lah mu mah
sriwinarsih81451,komen dulu sebelum ribuan,tiktok_1,komen dulu sebelum ribuan
dzakiganteng_1,baru selesai langsung buat tt,tiktok_1,baru selesai langsung buat tt
bagcents,takperlu alasan kami fans glory glory mancister united tatap di sini 🤑🤑,tiktok_1,takperlu alasan kami fans glory glory mancister united tatap di sini
ranzy911,"cuma main oper oper doang di belakang gak ada nyerang nyerangnya tuh emyu,kocak stres gw harus gimana lagi,harusnya pemain intinya dimainin juga",tiktok_1,cuma main oper oper doang di belakang gak ada nyerang nyerangnya tuh emyukocak stres gw harus gimana lagiharusnya pemain intinya dimainin juga
dhany_woyy,dulu sekelas eropa al star aja bisa di kalah kan sekarang sama sekelas Asean aja kalah,tiktok_1,dulu sekelas eropa al star aja bisa di kalah kan sekarang sama sekelas asean aja kalah
giprael,"keknya lu udah ga beneran suka sama emyu ya bang jujur aja🗿, karna dah terlanjur konten emyu yaudah di jadiib bisins konten😭",tiktok_1,keknya lu udah ga beneran suka sama emyu ya bang jujur aja karna dah terlanjur konten emyu yaudah di jadiib bisins konten
jutandvir1,kalah menang aku masih fans king mu,tiktok_1,kalah menang aku masih fans king mu
duwiz11,lawan ayam ayam gitu aja kalah,tiktok_1,lawan ayam ayam gitu aja kalah
achmadbais,emyu tahun ini kena kutukan keknya🥺,tiktok_1,emyu tahun ini kena kutukan keknya
mas_azzy14,kata gua ap mending buka warung pecel lele,tiktok_1,kata gua ap mending buka warung pecel lele
ejaastecuu,pindah liga 4 aja,tiktok_1,pindah liga aja
dimazzz_pol,barusan lagi live,tiktok_1,barusan lagi live
xiaxiaxiaadam,"UEL GA DPT , PIALA AFF GA DPT .nih Team apa sih",tiktok_1,uel ga dpt piala aff ga dpt nih team apa sih
daniir40,lawan pss sleman aja tu MU uda bubar aja udaa jual stadion buat buka usaha pecel lele,tiktok_1,lawan pss sleman aja tu mu uda bubar aja udaa jual stadion buat buka usaha pecel lele
hafizglu,mei m nya apa mu KLH lagi,tiktok_1,mei m nya apa mu klh lagi
satria56.kece,Udah Bener Di Bubarin🗿,tiktok_1,udah bener di bubarin
raurrni,kalah lagi kalah lagi yasudah lah 🙂,tiktok_1,kalah lagi kalah lagi yasudah lah
mhdjimly_,sama asean kalah parah🗿,tiktok_1,sama asean kalah parah
reduargood,kangan Manchester united 2008🥹,tiktok_1,kangan manchester united
formula043,apalagi kalo pemain timnas Indonesia mau di panggil,tiktok_1,apalagi kalo pemain timnas indonesia mau di panggil
alisaja011,kalah SMA klub kecil 😂😂,tiktok_1,kalah sma klub kecil
raizer964,tragedi 22 mei 2025 terulang wkwkwk,tiktok_1,tragedi mei terulang wkwkwk
saddvibesssu,gapapa terus setiap kalah,tiktok_1,gapapa terus setiap kalah
_kenward26,tim apa ini @Jhordan Manengkey Wowor,tiktok_1,tim apa ini jhordan manengkey wowor
_mhd.ikbal08_,kalah menang tetap GGMU🔥,tiktok_1,kalah menang tetap ggmu
abang.awin,Yang wakil pun bukan pemain utama kebangsaan😂😂 pun kalah,tiktok_1,yang wakil pun bukan pemain utama kebangsaan pun kalah
hitam_sigma,team aja kuat tapi kalah sama Asian all stars hahahhahahahahhaha😂😂😂😂😂,tiktok_1,team aja kuat tapi kalah sama asian all stars hahahhahahahahhaha
16elvn,piala nasi lemak pun kau tak mampu😂,tiktok_1,piala nasi lemak pun kau tak mampu
gede.dicky4,sebelum ribuan🗿🗿🗿,tiktok_1,sebelum ribuan
ilovedyou_16,enggak kalah 10,tiktok_1,enggak kalah
gabut.bgt_2010,kayak nya stiap orang ini dukung klup bola pasti kalah,tiktok_1,kayak nya stiap orang ini dukung klup bola pasti kalah
pdrcs3,badut mu badut mu 😂😂,tiktok_1,badut mu badut mu
vinnk__lah,hmmm MU kalahh,tiktok_1,hmmm mu kalahh
belgacorj,sudah main kah??,tiktok_1,sudah main kah
cxy869,"lawan tim yang baru jadi sehari aja keok, gue yakin bahkan itu antar pemain belum saling kenal 😂",tiktok_1,lawan tim yang baru jadi sehari aja keok gue yakin bahkan itu antar pemain belum saling kenal
frntl.uchiha123,badut mu nih boss,tiktok_1,badut mu nih boss
the_tra07,bubarin aja tu club😹,tiktok_1,bubarin aja tu club
dobitdoo_,astaghfirullah united🙏,tiktok_1,astaghfirullah united
raka.gibran71,sebelum ribuan😁😁,tiktok_1,sebelum ribuan
rezakotimah,apalah kok bisa 1-0 king emyu harus bangkit aa,tiktok_1,apalah kok bisa king emyu harus bangkit aa
gabut.bgt_2010,kayak nya stiap orang ini dukung klup bola pasti kalah,tiktok_1,kayak nya stiap orang ini dukung klup bola pasti kalah
sepakboladunia9,😂😂😂 apalagi ful sekuad Asean bisa 2 0,tiktok_1,apalagi ful sekuad asean bisa
askarzyzy,sebelum ribuan asli,tiktok_1,sebelum ribuan asli
bandung111112222,sama asia aja kalah apalagi sama Europa🗿,tiktok_1,sama asia aja kalah apalagi sama europa
penjahat.setia6,baru berapa menit langsung views nyh beribu-ribu,tiktok_1,baru berapa menit langsung views nyh beriburibu
yunaaa146,dibilang suru ganti jd warung pecel aja,tiktok_1,dibilang suru ganti jd warung pecel aja
galih.top,sebelum ribuan,tiktok_1,sebelum ribuan
bryanfurry25,sebelum ribuan,tiktok_1,sebelum ribuan
imnotyoureex,@Rei mending ganti aja ke leeds united aja kawan wkwk,tiktok_1,rei mending ganti aja ke leeds united aja kawan wkwk
mlly_san_xy,emang paling cocok dah buka warung pecel lele aja 🧖,tiktok_1,emang paling cocok dah buka warung pecel lele aja
is_gearsofficial,🗿lapis 3 bang bukan irvine jay idzes main wkwkkw,tiktok_1,lapis bang bukan irvine jay idzes main wkwkkw
king.adi73,🤣🤣🤣jauh jauh dari Inggris kalah sama tarkam,tiktok_1,jauh jauh dari inggris kalah sama tarkam
aiman.smektar,kalah sudah 🤣🤣🤣,tiktok_1,kalah sudah
hayolond,mending ikut bri liga 1 itupun ntar diasapi pss sleman,tiktok_1,mending ikut bri liga itupun ntar diasapi pss sleman
budzz.10,ternyata piala aff SE Susah itu yaa buat emyu🗿,tiktok_1,ternyata piala aff se susah itu yaa buat emyu
someone_213,cuma 1.0 kok bang 🗿,tiktok_1,cuma kok bang
orang.sad05,sudah gw bilang banggg jangan selalu di puji puji bg setiap lu puji puji pasti kalah bangg,tiktok_1,sudah gw bilang banggg jangan selalu di puji puji bg setiap lu puji puji pasti kalah bangg
dindingdin4,dah lah pasti gua besok kalok main di buli Ama temen gue 😭😭😭😭,tiktok_1,dah lah pasti gua besok kalok main di buli ama temen gue
benzzz_ff3,Kyle Kusumo menyukai komentar anda=misalnya,tiktok_1,kyle kusumo menyukai komentar andamisalnya
fbrnad.8,meme abad ini 🤣,tiktok_1,meme abad ini
hjs.random.aja,emang mu mah tim badut dari dulu juga 🤡🤡🤡🤡,tiktok_1,emang mu mah tim badut dari dulu juga
mawi_136,jgn sedi bg..🤣🤣,tiktok_1,jgn sedi bg
_falll9,udah bubarkan?,tiktok_1,udah bubarkan
wahyujuniartawan,sebelum ribuan 👍👍,tiktok_1,sebelum ribuan
alfian_cuyy01,komen sebelum ribuan😁,tiktok_1,komen sebelum ribuan
eyzlodon,udah centang biru aja bg,tiktok_1,udah centang biru aja bg
fazaxxx._._,sblm ribuan 🗿,tiktok_1,sblm ribuan
namabelumdipikirin,lagian klub kecil kok boleh tour ke asia😂 padahal sekelas persis😂,tiktok_1,lagian klub kecil kok boleh tour ke asia padahal sekelas persis
kopiaren12,Kalo kata gua mah lgsg daftar tarkam aja di indonesia wkwkwkw,tiktok_1,kalo kata gua mah lgsg daftar tarkam aja di indonesia wkwkwkw
kingindo780,mau ketawa tapi kasihan😹😹,tiktok_1,mau ketawa tapi kasihan
